respondent_id,month,region,segment,prefecture,age,gender,household_size,has_children,youngest_child_age,relationship_status,income_bracket,awareness,familiarity,opinion,consideration,likelihood,intent,nps,func_convenience,func_value,func_quality,func_variety,func_reliability,emot_excitement,emot_relaxation,emot_connection,emot_authenticity,emot_memorable
M04_0130,M04,Local,Matured Families,Fukuoka,38,Male,5,TRUE,12,Married,3-5M,6,7,4,4,3,3,5,4,4,4,3,3,6,6,4,6,4
M04_0131,M04,Local,Matured Families,Kanagawa,43,Male,4,TRUE,15,Married,3-5M,6,6,3,5,4,3,6,5,4,4,3,4,3,5,4,6,4
M04_0132,M04,Local,Matured Families,Aichi,53,Male,4,TRUE,7,Married,7-10M,5,4,4,4,2,4,9,5,6,5,5,4,5,4,4,5,4
M04_0133,M04,Local,Matured Families,Fukuoka,46,Female,4,TRUE,13,Married,Under 3M,5,5,5,5,5,4,6,5,6,3,3,3,5,5,4,6,3
M04_0134,M04,Local,Matured Families,Saitama,44,Male,4,TRUE,15,Married,7-10M,5,3,6,6,2,4,7,4,4,5,4,3,5,5,6,7,6
M04_0135,M04,Local,Matured Families,Osaka,54,Other/Prefer not to say,3,TRUE,15,Partnered,Over 10M,7,5,5,4,4,3,6,6,6,7,4,6,5,4,6,4,4
M04_0136,M04,Local,Matured Families,Hokkaido,43,Male,5,TRUE,16,Married,7-10M,5,3,5,4,4,4,5,6,6,6,7,6,4,6,6,5,7
M04_0137,M04,Local,Matured Families,Chiba,52,Female,4,TRUE,17,Married,Over 10M,6,5,5,4,4,5,7,4,5,5,5,5,5,4,5,7,6
M04_0138,M04,Local,Matured Families,Aichi,46,Female,4,TRUE,17,Married,5-7M,5,4,4,5,2,3,6,4,3,5,4,4,5,6,5,5,4
M04_0139,M04,Local,Matured Families,Kanagawa,38,Male,4,TRUE,12,Single,7-10M,6,4,5,3,4,4,8,5,3,5,4,4,5,5,3,5,4
M04_0140,M04,Local,Matured Families,Tokyo,46,Male,3,TRUE,9,Married,Under 3M,5,3,5,4,3,3,9,4,6,4,6,4,4,6,3,3,5
M04_0141,M04,Local,Matured Families,Aichi,35,Male,4,TRUE,9,Married,Under 3M,5,4,3,4,5,5,5,5,5,4,3,5,6,6,5,4,5
M04_0142,M04,Local,Matured Families,Saitama,49,Other/Prefer not to say,4,TRUE,14,Married,5-7M,6,4,2,5,2,3,8,3,3,3,3,3,6,5,5,6,5
M04_0143,M04,Local,Matured Families,Kanagawa,54,Female,3,TRUE,9,Married,Under 3M,4,6,7,5,3,5,8,5,4,4,4,4,4,6,4,5,4
M04_0144,M04,Local,Matured Families,Chiba,38,Female,3,TRUE,7,Partnered,Under 3M,5,6,3,5,5,5,7,4,5,4,3,4,2,5,4,3,5
M04_0145,M04,Local,Matured Families,Kanagawa,39,Female,5,TRUE,15,Partnered,7-10M,6,4,5,5,3,5,5,4,3,2,2,5,4,3,4,3,4
M04_0146,M04,Local,Matured Families,Chiba,55,Other/Prefer not to say,4,TRUE,8,Single,3-5M,5,4,3,3,4,2,6,4,4,3,2,3,3,4,3,4,4
M04_0147,M04,Local,Matured Families,Kanagawa,35,Female,5,TRUE,12,Married,7-10M,5,5,5,4,3,3,8,4,3,5,6,4,2,5,4,3,3
M04_0148,M04,Local,Matured Families,Osaka,47,Male,4,TRUE,9,Partnered,Under 3M,7,5,6,5,4,4,5,6,6,6,5,6,5,4,6,5,6
M04_0149,M04,Local,Matured Families,Aichi,36,Female,4,TRUE,17,Married,7-10M,6,5,3,3,4,3,5,5,4,5,4,3,3,2,3,4,4
M04_0150,M04,Local,Matured Families,Saitama,41,Male,5,TRUE,12,Partnered,Over 10M,5,5,5,4,2,3,6,5,4,5,5,4,4,3,3,2,3
M04_0151,M04,Local,Matured Families,Osaka,46,Male,4,TRUE,7,Married,7-10M,6,5,5,3,4,3,6,5,5,6,6,5,4,4,6,6,6
M04_0152,M04,Local,Matured Families,Saitama,36,Male,3,TRUE,17,Married,7-10M,7,5,4,4,6,6,7,6,4,6,5,4,4,5,5,4,5
M04_0153,M04,Local,Matured Families,Tokyo,36,Female,4,TRUE,12,Married,3-5M,6,4,4,6,4,3,7,7,5,6,6,6,5,7,7,6,5
M04_0154,M04,Local,Matured Families,Kanagawa,47,Female,3,TRUE,9,Married,3-5M,5,6,5,4,5,4,5,4,4,5,3,6,7,3,5,4,4
M04_0155,M04,Local,Matured Families,Saitama,49,Other/Prefer not to say,5,TRUE,7,Partnered,3-5M,3,3,4,2,5,3,6,5,4,5,5,7,5,4,4,5,3
M04_0156,M04,Local,Matured Families,Tokyo,44,Male,4,TRUE,11,Married,7-10M,7,5,6,5,5,2,7,5,4,4,4,4,4,3,3,3,3
M04_0157,M04,Local,Matured Families,Saitama,37,Male,4,TRUE,8,Married,Under 3M,5,5,2,5,4,1,6,5,6,6,6,6,4,5,4,4,5
M04_0158,M04,Local,Matured Families,Kanagawa,50,Female,5,TRUE,10,Married,7-10M,6,3,5,5,4,4,6,5,6,5,6,4,4,6,3,4,4
M04_0159,M04,Local,Matured Families,Chiba,45,Female,4,TRUE,8,Married,Over 10M,5,4,6,5,3,3,5,4,5,4,6,3,5,5,4,5,6
M04_0160,M04,Local,Matured Families,Tokyo,46,Female,4,TRUE,17,Single,7-10M,6,3,5,3,4,2,5,5,4,5,6,3,4,4,5,5,5
M04_0161,M04,Local,Matured Families,Tokyo,52,Male,5,TRUE,7,Married,Over 10M,7,3,5,3,2,3,2,5,4,4,5,6,6,5,4,7,6
M04_0162,M04,Local,Matured Families,Chiba,47,Male,3,TRUE,14,Partnered,3-5M,4,5,4,4,4,4,3,3,4,4,5,4,5,6,5,5,5
M04_0163,M04,Local,Matured Families,Aichi,47,Female,4,TRUE,13,Married,5-7M,7,5,4,5,4,4,6,5,6,4,4,4,5,5,5,2,5
M04_0164,M04,Local,Matured Families,Hokkaido,42,Female,3,TRUE,16,Partnered,Over 10M,6,4,4,4,3,2,7,4,6,4,4,4,2,2,3,3,2
M04_0165,M04,Local,Matured Families,Fukuoka,44,Male,3,TRUE,11,Single,7-10M,6,4,5,4,4,4,8,5,5,5,4,4,6,4,4,5,5
M04_0166,M04,Local,Matured Families,Aichi,37,Female,4,TRUE,10,Married,Under 3M,5,5,7,6,6,3,6,4,5,4,6,5,6,3,5,4,4
M04_0167,M04,Local,Matured Families,Fukuoka,43,Male,3,TRUE,15,Married,Over 10M,6,7,5,6,4,5,9,6,7,6,7,6,5,4,7,6,5
M04_0168,M04,Local,Matured Families,Kanagawa,50,Female,5,TRUE,10,Married,5-7M,4,5,3,4,5,4,6,6,7,5,7,6,3,5,4,6,5
M04_0169,M04,Local,Matured Families,Tokyo,44,Female,3,TRUE,9,Married,Under 3M,5,6,4,4,4,3,7,5,4,4,6,5,5,4,4,3,3
M04_0170,M04,Local,Matured Families,Chiba,35,Female,4,TRUE,8,Married,7-10M,5,3,4,4,2,2,4,6,5,5,7,6,4,4,6,4,5
